#Columns,6
#Header_Rows,12
Field_Name,Sample_Name,IGSN,Material,Dissolved_Oxygen_mg_per_L,Elapsed_Minute,Methods_Deviation
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,30,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,32,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,34,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,36,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,38,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,40,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,42,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,44,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,46,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,48,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,50,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,52,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,54,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,56,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,58,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,60,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,62,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,64,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,66,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,68,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,70,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,72,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,74,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,76,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,78,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,80,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,82,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,84,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,86,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,88,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,90,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,92,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,94,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,96,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,98,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,100,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,102,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,104,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,106,DTL_003
N/A,EV_031_INC-D2,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,108,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,8.9,0,RATE_004
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,2,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,4,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,6,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,8,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,10,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,12,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,14,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,16,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,18,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,20,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,22,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,24,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,26,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,28,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,30,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,32,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,34,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,36,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,38,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,40,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,42,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,44,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,46,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,48,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,50,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,52,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,54,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,56,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,58,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,60,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,62,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,64,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,66,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,68,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,70,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,72,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,74,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,76,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,78,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,80,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,82,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,84,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,86,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,88,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,90,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,92,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,94,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,96,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,98,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,100,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,102,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,104,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,106,DTL_003
N/A,EV_031_INC-D3,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,108,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,8.9,0,RATE_004
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,2,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,4,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,6,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,8,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,10,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,12,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,14,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,16,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,18,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,20,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,22,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,24,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,26,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,28,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,30,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,32,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,34,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,36,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,38,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,40,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,42,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,44,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,46,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,48,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,50,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,52,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,54,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,56,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,58,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,60,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,62,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,64,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,66,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,68,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,70,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,72,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,74,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,76,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,78,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,80,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,82,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,84,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,86,DTL_003
N/A,EV_031_INC-D4,10.58052/IEWDR0241,Sediment,DO_Below_0.098_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,88,DTL_003
